FIPS,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Median Age,lon,lat,Adult.obesity,Diabetes,Uninsured,Unemployment
1001,14.7,85.3,21.7,7.1,78.8,30043.21365,77.55,17.7,0.4,0.75,1.35,2.2,21.15,8.75,52077.0,42.3,10.45,0.405,14.0,29.4,16.35,28.9,0.5,11.2,13.55,36.2,-86.6444901,32.5363818,0.305,0.11800000000000001,0.139,0.065
1003,12.4,87.6,26.8,8.7,74.95,26630.5654,84.3,9.55,0.6,0.65,1.25,3.65,20.9,5.2,177131.0,43.0,12.05,0.439,19.1,31.1,17.4,27.4,0.85,12.35,10.9,41.0,-87.74606659999999,30.659218300000003,0.266,0.11800000000000001,0.166,0.068
1005,28.1,71.9,13.5,6.0,67.85,20663.4527,47.4,46.5,0.35,0.25,0.9,4.7,37.15,21.3,28560.0,32.5,24.85,0.46399999999999997,34.15,26.15,14.9,20.1,2.05,8.95,27.9,38.0,-85.4054562,31.8706701,0.373,0.142,0.18899999999999997,0.11199999999999999
1007,25.5,74.5,10.0,2.6,67.3,26875.003810000002,75.2,22.5,0.2,0.15,0.6,1.35,21.55,12.4,22189.0,20.9,12.25,0.41100000000000003,17.9,20.25,13.55,22.65,0.6,18.05,25.0,38.3,-87.12714749999999,33.0158929,0.34299999999999997,0.111,0.16,0.076
1009,25.3,74.7,12.5,4.2,72.5,27774.18032,89.15,1.05,0.6,0.3,1.2,7.7,16.95,10.8,57063.0,29.0,12.2,0.42200000000000004,15.8,24.1,16.15,24.8,1.2,15.85,17.9,38.3,-86.5672464,33.9774479,0.304,0.14,0.18100000000000002,0.062
1011,25.3,74.7,12.0,3.7,69.55,20651.69397,22.05,72.45,0.15,0.25,0.35,4.7,54.35,24.25,10915.0,51.6,28.8,0.5329999999999999,50.85,19.05,15.45,23.55,5.15,7.75,29.05,38.7,-85.7172613,32.1017589,0.42100000000000004,0.175,0.157,0.134
1013,25.2,74.8,11.0,3.2,74.35,22321.771109999998,55.4,42.25,0.25,0.7,0.8,0.65,34.2,21.25,20568.0,34.0,23.5,0.46299999999999997,30.65,21.5,16.85,26.55,2.1,9.6,23.45,39.7,-86.6819689,31.751666999999998,0.38299999999999995,0.16,0.16399999999999998,0.109
1015,21.5,78.5,16.1,6.4,74.65,24610.49683,74.65,19.9,0.45,0.75,1.4,2.85,30.4,11.1,115770.0,37.7,18.5,0.45299999999999996,25.8,28.3,15.75,23.55,0.45,11.65,20.3,38.1,-85.8225133,33.771706099999996,0.332,0.139,0.16899999999999998,0.076
1017,28.2,71.8,10.8,3.7,73.85,23437.68032,58.95,37.95,0.2,0.35,1.05,1.45,31.85,14.5,34459.0,63.2,18.15,0.425,26.1,22.4,14.35,26.15,0.4,12.55,24.15,40.1,-85.3918121,32.917943300000005,0.354,0.15,0.179,0.09300000000000001
1019,26.6,73.4,10.5,4.2,68.8,26915.903489999997,92.0,5.1,0.55,0.15,1.0,1.2,20.7,10.45,25208.0,24.2,16.1,0.439,24.2,24.6,15.55,20.25,1.4,13.25,25.0,43.9,-85.6542417,34.0695153,0.314,0.136,0.172,0.071
1021,24.1,75.9,12.2,4.8,69.25,26935.60413,82.15,10.0,0.3,0.2,1.1,6.25,27.15,11.95,42957.0,42.1,17.8,0.451,25.35,22.75,14.0,23.0,0.85,18.6,20.75,37.2,-86.7266275,32.8540595,0.38299999999999995,0.125,0.20199999999999999,0.065
1023,28.9,71.1,10.9,4.1,78.8,22625.57683,55.25,43.35,0.05,0.1,0.65,0.55,21.95,20.6,14044.0,56.9,20.75,0.457,28.1,29.05,12.2,20.3,2.55,17.7,18.1,43.2,-88.2488874,31.9910082,0.389,0.17300000000000001,0.17600000000000002,0.09
1025,23.9,76.1,13.5,4.9,75.6,25995.8473,54.4,42.65,0.9,0.65,0.7,0.75,31.45,24.15,26135.0,46.5,27.65,0.523,35.65,26.35,13.15,22.2,2.05,11.55,24.75,38.9,-87.8186244,31.685521100000003,0.36,0.157,0.184,0.121
1027,28.6,71.4,9.5,3.1,73.95,27404.52222,80.35,14.55,0.35,0.1,1.95,2.8,28.85,16.0,13850.0,55.3,18.25,0.42100000000000004,21.4,23.0,11.95,17.65,3.15,15.9,28.35,41.3,-85.862051,33.2678085,0.353,0.147,0.192,0.09300000000000001
1029,29.7,70.3,8.4,3.7,71.1,21506.56953,92.7,4.35,0.35,0.1,1.0,1.55,15.7,15.05,14775.0,58.7,16.75,0.424,21.45,23.6,15.6,19.65,2.45,17.2,21.55,40.1,-85.516109,33.671981,0.313,0.133,0.16699999999999998,0.069
1031,20.7,79.3,22.1,8.5,71.15,26346.66,73.3,17.25,0.95,1.15,2.1,5.25,26.6,13.4,48375.0,30.8,16.65,0.452,25.7,31.6,13.2,24.35,2.0,12.65,16.2,37.9,-85.98920140000001,31.402183299999997,0.299,0.126,0.17300000000000001,0.062
1033,19.9,80.1,16.4,5.9,74.75,25896.271109999998,80.0,16.0,0.5,0.4,1.35,1.8,28.7,9.2,54487.0,30.9,14.85,0.435,21.65,27.55,14.9,26.95,0.5,11.45,18.6,41.6,-87.8014569,34.703112,0.322,0.13699999999999998,0.15,0.076
1035,28.7,71.3,9.7,4.3,73.5,22600.38349,52.7,45.3,0.45,0.05,0.75,0.7,50.25,19.95,13171.0,32.5,29.8,0.484,45.95,23.7,15.3,24.7,1.2,11.5,23.55,43.4,-86.9920291,31.428292499999998,0.363,0.177,0.19,0.11599999999999999
1037,26.9,73.1,10.6,4.8,70.05,23083.6273,66.1,31.65,0.15,0.05,0.9,1.05,30.1,17.25,11158.0,25.6,18.05,0.44299999999999995,23.4,19.55,18.2,21.65,1.45,12.6,26.5,43.8,-86.2434818,32.9314453,0.34299999999999997,0.156,0.161,0.08199999999999999
1039,23.5,76.5,13.1,4.8,73.6,21645.979369999997,84.25,12.45,0.55,0.4,1.15,1.2,34.95,12.45,37226.0,46.2,18.55,0.475,28.5,24.8,14.65,24.0,2.65,14.15,19.75,42.1,-86.44872059999999,31.2439873,0.33799999999999997,0.13699999999999998,0.177,0.075
1041,26.3,73.7,10.1,3.9,78.6,22051.82699,72.25,22.5,0.5,2.2,1.3,1.3,32.15,17.6,13796.0,29.9,19.8,0.466,28.15,27.15,15.55,22.1,3.4,11.85,19.95,39.5,-86.3192219,31.732825599999998,0.35700000000000004,0.14800000000000002,0.192,0.07200000000000001
1043,23.1,76.9,13.8,5.4,74.0,24292.58699,92.9,1.1,0.45,0.35,1.05,4.1,24.45,13.45,80518.0,36.9,16.65,0.445,21.65,25.3,15.0,23.3,1.35,14.6,20.45,39.5,-86.8692666,34.1319229,0.324,0.13,0.179,0.064
1045,17.8,82.2,17.5,5.6,67.75,25547.52032,71.45,19.55,0.55,1.2,2.4,4.85,16.9,10.85,49242.0,37.0,14.5,0.424,19.05,26.7,17.4,23.4,0.7,16.05,15.65,35.8,-85.609476,31.430653600000003,0.353,0.139,0.156,0.073
1047,23.2,76.8,14.3,6.0,76.6,21582.38032,30.3,67.95,0.2,0.35,0.45,0.75,53.35,26.85,43284.0,43.1,31.9,0.515,47.05,25.55,15.75,22.0,1.15,9.3,26.25,36.8,-87.1143556,32.3335397,0.414,0.151,0.159,0.13699999999999998
1049,31.9,68.1,10.9,4.7,70.8,22197.79492,83.5,1.45,1.05,0.25,1.6,12.05,37.8,17.05,69646.0,17.7,20.45,0.45399999999999996,28.45,21.55,13.05,20.3,1.7,12.9,30.45,37.0,-85.80399200000001,34.460929,0.324,0.129,0.233,0.085
1051,16.2,83.8,20.2,6.9,72.9,28575.602860000003,74.85,20.65,0.35,0.55,1.35,2.25,18.3,10.2,78008.0,45.8,12.75,0.405,17.4,32.65,14.5,26.1,0.15,12.4,14.2,37.3,-86.14273850000001,32.5972286,0.306,0.12300000000000001,0.14,0.068
1053,27.0,73.0,10.9,3.6,71.25,22205.59588,61.8,31.55,3.45,0.3,1.15,1.65,43.45,15.15,37940.0,28.5,23.6,0.46399999999999997,36.9,24.9,19.55,23.3,1.35,13.7,17.2,38.3,-87.168429,31.121747499999998,0.369,0.132,0.193,0.08900000000000001
1055,18.8,81.2,15.8,5.9,73.15,25186.66159,80.0,14.7,0.3,0.55,1.3,3.1,31.0,11.65,103790.0,42.8,16.55,0.45299999999999996,24.05,29.45,16.7,23.35,0.55,10.65,19.35,40.0,-86.0344203,34.0476377,0.318,0.141,0.16899999999999998,0.07200000000000001
1057,25.3,74.7,9.5,3.7,74.5,23459.0254,85.65,11.35,0.2,0.15,1.45,1.15,16.65,14.55,17446.0,37.9,17.0,0.418,20.25,25.1,13.25,19.4,1.9,10.95,29.4,42.4,-87.7520486,33.7322485,0.364,0.158,0.159,0.08
1059,30.4,69.6,11.8,4.2,68.9,21582.97016,80.3,3.8,0.45,0.2,1.15,14.15,25.85,13.6,31275.0,24.3,18.95,0.45399999999999996,23.55,21.4,14.05,21.7,1.8,13.5,27.55,38.5,-87.8428147,34.4419884,0.34299999999999997,0.142,0.21,0.08199999999999999
1061,27.7,72.3,8.0,2.9,70.0,20403.671430000002,84.95,9.85,0.5,0.25,1.4,2.95,26.1,11.1,26295.0,30.7,16.2,0.456,19.1,23.35,15.5,22.9,1.45,16.35,20.5,42.2,-85.82434640000001,31.0908664,0.34,0.136,0.184,0.069
1063,27.4,72.6,9.9,4.7,79.85,20350.601909999998,18.7,79.95,0.1,0.15,0.35,0.8,52.65,22.2,9078.0,71.0,31.0,0.484,41.25,22.1,17.1,20.4,2.2,12.1,26.2,41.9,-87.9642005,32.844496500000005,0.479,0.19399999999999998,0.177,0.114
1065,30.1,69.9,10.0,4.1,73.35,20564.3054,39.85,58.75,0.1,0.25,0.35,0.65,40.35,20.95,16877.0,54.5,25.15,0.48,33.35,22.7,18.25,18.55,3.35,11.35,25.8,39.1,-87.6230608,32.7527958,0.41600000000000004,0.163,0.191,0.099
1067,23.9,76.1,15.0,6.2,73.6,24738.47397,66.9,29.35,0.15,0.7,0.6,2.3,14.85,16.05,16941.0,25.5,15.35,0.446,20.75,24.0,17.75,24.95,2.4,10.55,20.25,42.4,-85.2399712,31.516977899999997,0.34600000000000003,0.14300000000000002,0.174,0.073
1069,18.1,81.9,19.0,6.8,73.1,25514.17111,69.55,25.4,0.4,0.85,1.35,2.45,30.7,11.55,99319.0,40.7,16.4,0.466,24.9,30.25,16.15,27.55,0.6,11.15,14.3,38.0,-85.29639759999999,31.158192800000002,0.349,0.13,0.162,0.07
1071,26.0,74.0,12.0,4.6,74.25,24166.69175,90.2,3.4,1.35,0.25,2.65,2.15,25.55,14.9,53062.0,37.4,17.6,0.43799999999999994,23.4,22.85,14.1,20.7,1.15,12.9,28.3,41.4,-85.9774003,34.7635224,0.3,0.134,0.184,0.071
1073,13.4,86.6,28.8,10.7,76.95,29249.71302,52.8,41.2,0.2,1.4,1.0,3.5,24.7,10.6,660339.0,54.2,15.35,0.49200000000000005,22.5,35.45,15.65,28.8,0.1,8.35,11.7,37.0,-86.8965359,33.5534439,0.322,0.11699999999999999,0.151,0.068
1075,24.7,75.3,9.2,3.3,72.15,22183.97111,85.8,11.6,0.2,0.0,0.7,1.6,21.15,17.35,14501.0,40.6,17.8,0.495,22.45,24.5,15.15,19.65,1.85,11.2,27.6,42.2,-88.0874309,33.7870852,0.313,0.138,0.168,0.076
1077,17.1,82.9,21.5,7.9,76.5,23675.60413,86.1,9.95,0.25,0.55,1.15,1.9,33.05,9.15,90629.0,41.1,17.85,0.461,25.9,28.15,16.25,27.45,0.55,12.25,15.45,39.7,-87.65099659999998,34.9041221,0.322,0.125,0.152,0.067
1079,24.8,75.2,10.7,3.3,72.0,26349.213969999997,77.2,11.75,5.1,0.15,4.05,1.7,16.95,11.65,34216.0,36.7,13.0,0.39899999999999997,17.0,22.1,15.5,21.7,0.6,15.4,24.65,40.2,-87.3218651,34.5297759,0.377,0.141,0.177,0.081
1081,14.8,85.2,30.9,13.4,82.1,20755.05937,70.6,22.85,0.25,2.3,1.4,2.65,24.05,9.55,135458.0,42.8,19.7,0.479,19.05,35.5,15.75,25.25,0.65,10.3,12.5,28.8,-85.3530477,32.6040644,0.32,0.098,0.168,0.063
1083,19.6,80.4,20.8,6.3,73.55,27180.955560000002,79.7,12.75,0.55,0.9,1.3,4.8,24.4,11.25,78429.0,31.5,13.15,0.435,17.3,31.4,14.3,23.15,0.95,11.05,19.15,38.5,-86.9813995,34.810238700000006,0.33799999999999997,0.107,0.16399999999999998,0.062
1085,26.6,73.4,12.7,3.7,72.35,21425.47334,26.6,71.95,0.25,0.05,0.55,0.5,50.25,17.65,11965.0,58.5,26.55,0.506,38.7,18.75,17.6,24.7,1.05,11.7,26.15,39.7,-86.65058590000001,32.147888,0.43799999999999994,0.193,0.174,0.141
1087,21.2,78.8,20.9,10.2,85.85,16393.88095,15.25,82.2,0.2,0.2,1.35,0.8,40.85,20.05,21878.0,65.5,27.7,0.483,35.75,25.6,24.6,25.4,1.4,8.5,14.5,35.8,-85.692887,32.3870267,0.392,0.166,0.157,0.098
1089,12.2,87.8,37.4,13.5,79.15,30273.563810000003,67.4,23.55,0.55,2.35,2.35,3.7,20.65,6.85,324429.0,54.7,11.65,0.45399999999999996,16.15,43.85,14.0,23.9,0.2,7.2,10.9,37.1,-86.5510803,34.7642377,0.3,0.11699999999999999,0.15,0.062
1091,20.3,79.7,17.9,5.6,76.6,21394.02159,46.0,52.15,0.1,0.15,0.6,1.05,33.9,17.55,21118.0,72.7,24.7,0.484,32.5,26.35,15.55,21.55,3.8,11.25,21.5,40.1,-87.79109100000001,32.2475911,0.41600000000000004,0.174,0.177,0.094
1093,29.0,71.0,8.8,3.8,72.4,22516.653019999998,92.7,3.75,0.3,0.15,1.1,1.95,32.45,14.25,30095.0,23.5,18.0,0.449,28.45,23.25,14.7,21.85,0.9,12.55,26.85,42.0,-87.881551,34.1382194,0.33,0.129,0.17300000000000001,0.091
1095,26.3,73.7,14.5,5.4,70.55,23918.093969999998,84.75,1.5,0.55,0.5,1.3,11.35,36.5,13.3,90472.0,28.6,20.1,0.462,30.55,25.25,15.45,22.4,1.65,13.05,22.15,38.0,-86.3216681,34.309563700000005,0.315,0.136,0.215,0.07
1097,17.7,82.3,19.8,6.7,76.3,25380.29143,59.8,34.3,0.7,1.85,1.25,2.1,34.25,12.95,409161.0,49.6,19.15,0.473,28.8,29.5,17.05,26.9,0.7,11.9,14.0,36.3,-88.1965684,30.684572999999997,0.33899999999999997,0.121,0.18600000000000003,0.084
1099,24.6,75.4,11.2,3.1,74.3,23987.55651,55.65,40.8,1.15,0.3,1.35,0.75,42.65,20.45,22929.0,20.1,25.2,0.483,37.5,25.4,12.5,22.8,1.55,10.65,27.1,39.7,-87.3832656,31.580332399999996,0.359,0.139,0.184,0.12300000000000001
1101,15.3,84.7,30.5,12.3,76.15,26278.64921,40.55,53.6,0.2,1.75,1.1,2.75,33.65,11.15,226866.0,46.4,18.35,0.473,28.05,35.6,17.6,26.35,0.3,6.85,13.3,34.6,-86.20383079999999,32.2036505,0.353,0.14300000000000002,0.165,0.077
1103,19.2,80.8,19.1,6.0,74.2,25015.04635,78.7,11.6,0.8,0.65,1.6,6.75,26.7,12.1,117343.0,41.2,15.2,0.439,22.75,28.55,14.85,25.0,0.45,10.7,20.5,38.5,-86.84640209999999,34.4544844,0.285,0.11900000000000001,0.185,0.07
1105,28.5,71.5,13.3,4.9,78.35,17184.70381,30.05,68.35,0.2,0.15,0.45,0.85,27.85,16.35,10640.0,67.4,26.3,0.47,37.4,22.65,26.5,20.1,2.6,6.85,21.3,35.2,-87.29382690000001,32.6390053,0.389,0.182,0.196,0.129
1107,21.3,78.7,11.5,3.4,74.15,23145.62381,55.9,41.95,0.1,0.1,0.65,1.3,37.25,22.15,19637.0,50.7,26.55,0.45299999999999996,36.1,20.25,15.25,25.8,1.3,12.1,25.3,40.7,-88.096878,33.296808500000004,0.385,0.157,0.17600000000000002,0.09
1109,20.6,79.4,23.7,9.3,81.95,18791.54635,58.05,36.65,0.75,1.4,1.2,1.95,47.7,16.2,31517.0,43.3,28.85,0.514,37.35,26.45,20.25,24.5,1.15,9.75,17.95,31.7,-85.9419965,31.798726300000002,0.36,0.146,0.203,0.07
1111,28.4,71.6,12.2,4.8,74.2,21767.3581,75.3,20.9,0.3,0.1,1.2,2.3,34.5,13.15,22708.0,49.5,20.7,0.489,26.75,22.0,14.05,22.15,1.9,10.55,29.4,40.0,-85.4640679,33.296475300000004,0.342,0.14800000000000002,0.187,0.08900000000000001
1113,23.1,76.9,11.9,3.4,69.9,22917.64064,52.95,40.9,0.25,0.6,2.1,3.2,36.1,17.1,51488.0,36.1,22.55,0.429,33.65,21.9,19.7,28.85,1.0,12.0,16.6,36.4,-85.18697979999999,32.289811300000004,0.365,0.132,0.177,0.091
1115,20.7,79.3,14.5,4.7,73.2,28778.64603,87.6,8.65,0.35,0.5,1.15,1.8,14.5,9.8,80589.0,39.4,10.95,0.415,14.15,27.9,14.0,26.45,0.4,13.2,18.1,38.2,-86.3156631,33.712962700000006,0.32899999999999996,0.135,0.159,0.064
1117,8.5,91.5,39.6,12.2,80.9,37336.9181,82.05,10.15,0.2,1.7,1.05,4.85,9.9,5.15,189040.0,57.0,6.9,0.434,9.25,42.5,11.6,29.35,0.05,9.1,7.45,36.5,-86.6781042,33.2629366,0.29600000000000004,0.08900000000000001,0.121,0.05
1119,24.6,75.4,12.8,5.3,80.3,17046.56794,25.05,72.8,0.05,0.2,0.9,1.0,50.15,30.0,13515.0,78.8,37.5,0.512,55.15,20.2,17.25,25.8,1.85,7.0,27.9,36.9,-88.2000571,32.597481099999996,0.401,0.16,0.179,0.11599999999999999
1121,24.3,75.7,11.9,4.5,75.35,23309.22603,65.1,31.45,0.25,0.4,1.05,1.7,27.55,15.45,81240.0,45.8,18.7,0.44,27.45,24.2,16.7,22.2,0.45,11.25,25.2,38.6,-86.1758045,33.369277399999994,0.384,0.141,0.157,0.081
1123,23.9,76.1,15.7,5.6,75.8,24257.81905,70.6,26.1,0.2,0.35,1.0,1.8,27.4,10.2,41197.0,51.5,17.4,0.49700000000000005,27.3,26.6,16.6,21.85,0.55,13.85,20.6,41.2,-85.7995532,32.863369399999996,0.35100000000000003,0.14,0.157,0.085
1125,15.3,84.7,26.2,10.5,76.7,23901.165080000002,65.1,30.1,0.25,1.15,0.9,2.5,24.15,11.0,186705.0,45.9,20.1,0.488,22.45,32.45,16.75,24.75,0.3,10.95,14.85,31.2,-87.5228598,33.2902022,0.332,0.105,0.149,0.066
1127,24.5,75.5,9.7,4.2,71.95,24595.03683,90.55,6.05,0.2,0.2,1.25,1.75,30.15,12.7,67951.0,32.4,17.75,0.457,25.75,23.9,16.15,23.6,0.5,18.05,17.8,40.5,-87.3010918,33.791571399999995,0.36,0.151,0.168,0.075
1129,22.0,78.0,9.3,2.8,71.55,28978.25905,64.9,25.4,7.85,0.25,1.15,0.55,27.55,17.85,17396.0,9.0,19.85,0.45,27.1,20.6,10.6,20.6,1.8,16.8,29.6,39.4,-88.2020776,31.406973699999998,0.359,0.134,0.182,0.114
1131,31.5,68.5,13.2,2.4,71.45,19312.26826,26.9,72.4,0.05,0.0,0.3,0.3,62.1,23.45,12111.0,46.6,37.5,0.501,50.05,22.35,16.35,25.85,4.55,8.45,22.45,36.7,-87.3022049,31.990329600000003,0.41600000000000004,0.18100000000000002,0.22,0.16399999999999998
1133,30.7,69.3,11.1,5.6,73.4,19898.90318,95.0,0.3,0.45,0.15,1.5,2.6,39.45,14.9,24337.0,24.1,21.85,0.452,33.2,24.35,12.3,20.2,1.05,9.8,32.25,42.6,-87.3641471,34.155888399999995,0.35700000000000004,0.121,0.18100000000000002,0.098
4001,27.9,72.1,10.3,3.5,73.6,22092.24349,19.9,0.25,72.2,0.35,1.45,5.9,49.05,31.0,70429.0,33.5,35.6,0.488,43.65,32.05,23.5,17.85,0.7,15.15,10.75,31.5,-109.49374669999999,35.3858453,0.318,0.149,0.21600000000000003,0.196
4003,15.2,84.8,21.4,7.8,70.05,25839.18984,58.8,3.9,0.8,1.8,2.8,31.95,24.4,11.2,129479.0,34.2,16.0,0.435,23.15,35.75,20.55,25.15,1.15,10.1,7.2,39.7,-109.7541201,31.881792800000003,0.247,0.09,0.188,0.08199999999999999
4005,13.0,87.0,31.1,12.8,76.65,23125.06857,54.8,1.1,27.45,1.25,2.35,13.0,21.6,13.6,130866.0,46.4,18.0,0.44299999999999995,21.5,32.7,21.3,24.5,0.3,10.05,11.1,30.8,-111.7737277,35.8296919,0.233,0.073,0.226,0.081
4007,16.6,83.4,15.0,6.3,70.5,25923.701269999998,66.45,0.3,14.35,0.35,1.25,17.4,33.35,11.3,52723.0,27.0,19.1,0.433,27.05,26.2,24.85,22.8,0.6,15.4,10.1,46.9,-110.8118696,33.7896177,0.263,0.11199999999999999,0.196,0.094
4009,18.2,81.8,13.4,5.2,71.65,22234.05175,53.15,2.0,14.1,0.5,1.1,29.05,27.9,9.65,36000.0,25.8,19.45,0.409,25.85,25.55,20.25,23.8,1.6,17.1,11.7,31.5,-109.8783103,32.9318277,0.33899999999999997,0.10800000000000001,0.174,0.08900000000000001
4011,10.2,89.8,13.4,3.2,76.0,34383.1273,49.05,0.5,1.65,0.45,1.45,46.9,12.25,16.0,8080.0,46.2,14.15,0.365,18.9,28.2,16.2,16.35,1.55,26.65,11.1,35.2,-109.2423231,33.2388723,0.342,0.09300000000000001,0.14400000000000002,0.06
4012,23.1,76.9,9.0,3.3,71.35,21059.85048,62.5,0.8,10.25,1.25,1.5,23.7,34.9,6.55,20272.0,54.1,20.0,0.43700000000000006,32.75,24.3,27.1,22.0,6.65,12.85,7.1,52.5,-114.0387933,33.7276249,0.312,0.134,0.262,0.092
4013,14.4,85.6,29.0,10.3,73.5,31644.46381,58.85,4.4,1.6,3.15,2.0,30.1,22.35,7.2,3836319.0,34.2,13.65,0.452,19.4,35.15,16.9,27.75,0.2,10.6,9.4,34.1,-112.4955335,33.3465408,0.228,0.08,0.196,0.071
4015,17.0,83.0,12.0,4.0,70.15,22557.35715,80.0,0.8,1.65,1.0,2.3,14.25,28.1,7.2,196587.0,41.4,15.8,0.433,24.0,24.3,23.5,28.2,0.15,11.85,12.05,46.3,-113.74968909999998,35.717705,0.271,0.12,0.201,0.099
4017,19.5,80.5,14.4,5.5,73.7,22214.36476,43.05,0.95,43.2,0.45,2.1,10.25,37.25,12.85,108953.0,40.3,24.5,0.441,33.0,28.5,21.25,22.75,0.95,15.15,11.45,33.8,-110.32090759999998,35.390933600000004,0.317,0.11599999999999999,0.212,0.152
4019,13.2,86.8,29.6,12.0,75.45,26137.89461,56.25,3.15,2.45,2.45,2.05,33.7,25.85,8.45,985238.0,34.2,16.05,0.45799999999999996,22.3,35.3,19.75,26.0,0.2,10.3,8.4,37.3,-111.78301770000002,32.1282374,0.24100000000000002,0.079,0.177,0.073
4021,16.3,83.7,17.9,5.9,69.8,30916.070480000002,58.45,3.85,4.75,1.45,2.35,29.15,20.35,7.95,335941.0,27.8,13.7,0.396,18.8,31.05,17.75,26.1,1.7,11.95,11.4,35.7,-111.36725690000002,32.91891,0.314,0.10400000000000001,0.19399999999999998,0.08900000000000001
4023,29.1,70.9,17.3,5.8,80.15,21142.64794,17.35,0.15,0.35,0.4,0.45,81.35,33.05,16.15,44985.0,17.4,23.65,0.474,33.55,24.35,18.8,34.95,1.1,7.65,13.25,35.2,-110.8451898,31.525903600000003,0.201,0.064,0.262,0.172
4025,10.6,89.4,23.7,9.1,72.25,24683.165719999997,82.45,0.55,1.45,0.75,1.75,13.1,23.45,6.7,210199.0,30.8,13.2,0.45299999999999996,19.1,29.8,20.05,27.85,0.65,12.05,9.55,48.1,-112.57374490000001,34.630043900000004,0.23399999999999999,0.09300000000000001,0.191,0.086
4027,28.4,71.6,13.3,4.6,69.65,21877.505080000003,37.25,1.7,1.0,1.0,1.35,57.7,31.0,12.6,192367.0,34.9,20.4,0.423,29.5,24.2,21.4,23.85,6.0,12.9,11.6,33.9,-113.910905,32.7739424,0.311,0.09699999999999999,0.24100000000000002,0.275
5001,20.6,79.4,14.3,5.1,72.05,22615.168569999998,71.8,24.35,0.1,0.5,1.25,2.0,28.85,15.4,19202.0,39.3,18.65,0.467,21.1,27.35,15.6,23.75,4.55,8.5,20.3,42.0,-91.3765467,34.289573499999996,0.354,0.14400000000000002,0.19699999999999998,0.077
5003,18.9,81.1,13.7,3.4,75.8,23077.55302,67.75,26.0,0.1,0.2,1.25,4.7,29.85,12.25,22095.0,53.9,19.4,0.447,26.05,24.5,15.55,22.3,3.3,10.15,24.2,38.6,-91.7722672,33.1908354,0.38,0.11900000000000001,0.193,0.125
5005,16.3,83.7,14.5,4.7,76.8,20558.96603,96.1,0.15,0.5,0.4,1.25,1.55,32.45,9.2,41490.0,52.6,15.35,0.42,28.4,28.25,18.15,25.75,0.75,10.9,16.15,50.1,-92.3304383,36.28071,0.285,0.10800000000000001,0.204,0.077
5007,15.8,84.2,25.9,7.8,72.9,28224.44762,77.8,1.25,1.6,2.45,2.15,14.75,17.95,7.5,215635.0,39.0,11.45,0.43799999999999994,16.05,33.3,13.7,26.6,0.6,10.45,15.3,34.4,-94.25618709999999,36.337824600000005,0.276,0.087,0.18899999999999997,0.057
5009,16.2,83.8,14.5,4.7,73.95,23571.0508,95.45,0.3,0.6,0.45,1.6,1.65,22.7,13.9,36622.0,44.1,16.0,0.451,21.25,25.8,15.5,31.3,0.9,9.9,16.55,40.6,-93.0792041,36.3043077,0.273,0.11800000000000001,0.198,0.071
5011,30.6,69.4,12.7,3.6,74.45,20262.50762,58.6,27.95,0.1,0.1,0.85,12.3,53.1,19.15,11737.0,59.3,32.65,0.478,40.3,24.75,12.35,19.0,4.9,8.25,30.75,40.1,-92.1681641,33.4638194,0.34,0.14,0.256,0.10099999999999999
5013,22.2,77.8,6.6,1.7,66.95,24009.61778,73.1,22.3,0.1,0.1,1.65,2.8,21.7,20.7,5389.0,67.5,13.85,0.391,12.15,19.3,11.9,15.3,3.75,15.85,33.85,40.4,-92.513879,33.5604604,0.342,0.12,0.213,0.09
5015,21.0,79.0,17.4,5.7,68.05,21047.41619,83.25,0.3,0.75,0.55,1.6,13.55,32.8,9.6,27383.0,29.2,17.8,0.44799999999999995,24.7,24.55,21.35,20.95,1.85,12.0,19.3,43.7,-93.5416633,36.337774200000005,0.287,0.114,0.262,0.055
5017,30.7,69.3,12.6,4.8,71.9,18959.64413,40.35,53.6,0.1,0.3,1.1,4.5,71.6,24.15,12039.0,74.2,35.95,0.509,50.5,27.65,25.9,13.6,5.85,7.4,19.65,41.9,-91.2971578,33.2671393,0.368,0.152,0.217,0.10400000000000001
5019,16.9,83.1,21.7,8.5,81.55,13886.0673,70.7,22.65,0.4,0.7,1.55,4.05,33.1,13.15,23298.0,60.5,25.1,0.467,27.95,29.05,21.5,21.6,3.2,9.95,14.8,33.1,-93.1762051,34.053311799999996,0.326,0.115,0.21100000000000002,0.09300000000000001
5021,26.9,73.1,8.8,3.1,77.25,21919.52826,96.45,0.25,0.85,0.05,1.0,1.35,43.45,15.8,16064.0,72.6,19.1,0.488,27.8,28.7,14.8,22.8,3.2,8.9,21.6,43.0,-90.4187041,36.3673021,0.32,0.127,0.215,0.124
