County;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;Median Age;lon;lat;Adult.obesity;Diabetes;Uninsured;Unemployment
Ste. Genevieve County, Missouri;18.9;81.1;11.6;3.6;76.25;25574.83016;96.7;1.0;0.35000000000000003;0.15;0.85;0.9;17.55;9.3;17951;35.0;10.75;0.378;14.3;24.9;15.65;19.75;1.05;18.3;20.4;42.9;-90.1811702;37.8901797;0.28600000000000003;0.105;0.155;0.069
Newton County, Arkansas;22.0;78.0;12.2;2.7;68.65;19121.64254;95.35;0.25;0.75;0.15;2.45;1.1;24.35;24.15;8320;76.6;22.5;0.437;24.85;21.25;13.3;23.8;3.95;14.2;23.55;44.8;-93.2150843;35.9100625;0.363;0.126;0.23700000000000002;0.075
Yell County, Arkansas;29.8;70.2;10.3;2.6;73.55;21025.692065;76.3;1.3;0.4;1.25;1.6;19.25;36.25;16.8;22048;57.2;17.4;0.385;23.4;16.75;16.7;21.85;4.5;11.0;29.2;37.9;-93.4083032;34.9977133;0.325;0.129;0.271;0.06
Boone County, Indiana;7.2;92.8;38.0;15.7;82.35;37201.260635;94.1;1.0;0.1;1.45;1.25;2.05;10.55;6.2;55285;50.4;6.7;0.514;8.3;44.35;12.75;23.5;0.65;7.75;11.0;38.0;-86.4690137;40.0508916;0.278;0.085;0.10300000000000001;0.067
Sheridan County, Kansas;7.4;92.6;21.8;5.9;74.35;24962.995875;95.95;0.45;0.1;0.1;0.75;2.65;18.7;6.35;2514;47.6;15.0;0.396;30.15;39.15;15.0;21.85;3.75;11.3;8.95;46.0;-100.4412056;39.3505425;0.311;0.105;0.148;0.025
Val Verde County, Texas;36.0;64.0;15.8;4.4;71.15;19635.56984;18.3;1.35;0.15;0.55;0.55;79.15;33.15;25.85;48206;26.9;23.7;0.435;32.1;25.75;25.45;22.15;0.9;12.15;13.6;32.1;-101.1466458;29.8849608;0.277;0.098;0.292;0.076
Craig County, Virginia;16.6;83.4;13.6;5.2;74.6;27748.2273;98.3;0.05;0.05;0.1;0.85;0.6000000000000001;3.35;10.95;5122;50.0;8.35;0.327;9.55;26.4;16.15;25.3;0.9;7.85;23.45;43.2;-80.231734;37.4731287;0.30000000000000004;0.101;0.156;0.068
Tishomingo County, Mississippi;24.3;75.7;10.7;3.6;73.35;22090.684445;93.0;2.95;0.2;0.15;0.6000000000000001;3.0;34.85;16.95;19326;21.8;21.3;0.442;28.3;23.15;13.15;20.0;0.8;12.85;30.1;42.1;-88.2360673;34.7376991;0.297;0.121;0.229;0.106
Susquehanna County, Pennsylvania;13.2;86.8;15.4;6.0;75.45;24431.906665;97.2;0.35000000000000003;0.15;0.25;0.8;1.2;20.0;9.9;42236;39.1;12.35;0.405;17.95;27.45;16.4;22.65;1.25;13.6;18.65;44.1;-75.8009686;41.8196651;0.325;0.13;0.14;0.075
Converse County, Wyoming;8.0;92.0;17.6;5.2;72.25;30655.097145;91.2;0.2;0.55;0.15;1.75;6.15;14.9;7.55;13396;39.0;7.25;0.403;6.65;27.55;13.8;18.85;2.9;19.95;16.95;39.7;-105.5073672;42.9728389;0.297;0.077;0.146;0.042
Houston County, Tennessee;20.4;79.6;7.5;2.4;76.7;22858.950795;93.05;2.4;0.4;0.15;1.8;2.15;43.0;8.3;8233;47.6;20.4;0.449;26.1;21.7;14.8;22.5;1.9;22.65;16.4;41.7;-87.7056048;36.2857772;0.324;0.126;0.168;0.096
Union Parish, Louisiana;19.7;80.3;13.8;4.4;70.6;26937.232065;68.15;27.15;0.2;0.05;0.55;3.85;38.25;19.4;22716;34.0;21.9;0.47600000000000003;36.5;23.9;14.1;25.55;2.5;15.3;18.7;40.5;-92.3756501;32.8293486;0.365;0.14100000000000001;0.212;0.07
Baker County, Oregon;11.3;88.7;20.5;5.4;74.7;19317.578415;92.85;0.25;0.8;0.30000000000000004;2.35;3.45;41.05;10.95;16080;82.4;19.65;0.45;24.65;32.5;20.55;22.65;2.4;9.8;12.15;47.3;-117.6919334;44.7034268;0.251;0.114;0.185;0.1
Blanco County, Texas;11.7;88.3;25.4;7.9;75.35;25400.76349;78.6;1.55;0.2;0.25;0.7000000000000001;18.65;26.6;6.95;9767;40.6;11.6;0.44;13.65;35.9;14.8;22.5;1.7000000000000002;18.15;6.9;45.2;-98.3999768;30.2656051;0.294;0.112;0.28500000000000003;0.055
Pulaski County, Kentucky;23.9;76.1;14.5;6.6;74.45;22236.83746;95.4;1.2;0.2;0.55;1.0;1.7000000000000002;28.45;17.0;61500;38.2;20.5;0.497;27.0;27.55;17.15;25.5;1.0;10.9;17.8;40.7;-84.5799857;37.1083118;0.315;0.124;0.181;0.094
Van Buren County, Iowa;13.9;86.1;13.5;3.2;72.0;24852.986985;97.5;0.2;0.1;0.8;0.7000000000000001;0.75;29.65;15.75;7616;41.3;15.65;0.40900000000000003;25.25;29.3;14.65;23.15;1.6;7.2;24.15;43.8;-91.952943;40.7541168;0.302;0.10300000000000001;0.124;0.063
Natrona County, Wyoming;8.1;91.9;20.9;7.0;73.65;28469.38603;89.25;0.8;0.75;0.6000000000000001;2.05;6.45;14.05;8.85;73633;49.0;9.0;0.447;11.3;29.2;16.3;27.25;0.4;14.5;12.35;37.0;-106.7648769;42.9736408;0.272;0.076;0.16;0.049
Cochise County, Arizona;15.2;84.8;21.4;7.8;70.05;25839.18984;58.8;3.9;0.8;1.8;2.8;31.95;24.4;11.2;129479;34.2;16.0;0.435;23.15;35.75;20.55;25.15;1.15;10.1;7.2;39.7;-109.7541201;31.8817928;0.247;0.09;0.188;0.082
Lassen County, California;20.2;79.8;12.4;3.9;62.15;26596.53905;67.5;8.95;2.8;1.0;3.35;16.45;21.8;7.75;34661;38.9;14.0;0.422;18.95;30.4;27.2;22.3;1.45;8.9;9.75;37.2;-120.6299314;40.7210889;0.256;0.075;0.146;0.126
Gilchrist County, Florida;18.9;81.1;8.6;3.9;64.95;24513.3527;87.85;5.0;0.35000000000000003;0.35000000000000003;2.05;4.45;26.55;13.0;16855;65.8;17.4;0.435;22.9;20.2;20.95;26.75;2.65;16.15;13.3;39.5;-82.7958011;29.7234556;0.321;0.109;0.24;0.08
Rich County, Utah;5.1;94.9;22.2;4.9;72.5;24178.23238;95.45;0.0;1.3;0.05;0.8;2.3;21.85;9.7;2165;26.2;6.8;0.419;10.15;34.85;15.15;16.7;10.0;13.4;9.9;40.0;-111.2402269;41.6275976;0.28400000000000003;0.088;0.181;0.045
Clarke County, Virginia;12.5;87.5;29.2;11.9;76.75;37086.5727;88.25;5.65;0.25;0.75;1.6;3.5;14.05;6.3;14196;51.9;6.5;0.42;7.65;37.9;15.85;22.05;1.9500000000000002;13.0;9.25;43.8;-77.9920039;39.1159309;0.298;0.109;0.123;0.051000000000000004
Adams County, Washington;32.5;67.5;13.4;4.8;66.15;21489.55778;40.85;0.25;0.35000000000000003;0.30000000000000004;1.25;57.05;43.55;13.85;17878;25.5;23.15;0.41100000000000003;33.45;26.4;14.35;17.0;11.55;12.15;18.6;29.6;-118.5333078;47.0048395;0.373;0.101;0.248;0.088
Lincoln County, Mississippi;18.5;81.5;17.2;6.1;76.5;25724.320315;67.9;30.25;0.2;0.2;0.55;0.85;29.55;14.05;34592;48.1;18.85;0.47500000000000003;29.15;28.95;14.15;23.6;1.7000000000000002;13.45;18.15;37.4;-90.4535663;31.5352155;0.366;0.14;0.20800000000000002;0.093
Mobile County, Alabama;17.7;82.3;19.8;6.7;76.3;25380.29143;59.8;34.3;0.7000000000000001;1.85;1.25;2.1;34.25;12.95;409161;49.6;19.15;0.47300000000000003;28.8;29.5;17.05;26.9;0.7000000000000001;11.9;14.0;36.3;-88.1965684;30.684573;0.339;0.121;0.186;0.084
Mohave County, Arizona;17.0;83.0;12.0;4.0;70.15;22557.357145;80.0;0.8;1.65;1.0;2.3;14.25;28.1;7.2;196587;41.4;15.8;0.433;24.0;24.3;23.5;28.2;0.15;11.85;12.05;46.3;-113.7496891;35.717705;0.271;0.12;0.201;0.099
Broomfield County, Colorado;4.7;95.3;44.4;15.2;79.3;39824.58349;79.95;0.75;0.25;5.3;2.55;11.15;7.05;4.2;54385;55.2;5.3;0.403;5.75;45.55;13.05;26.45;0.0;7.0;8.0;36.7;-105.052125;39.9533825;0.202;0.055;0.112;0.07100000000000001
Accomack County, Virginia;21.1;78.9;18.0;7.7;71.05;23767.95143;61.05;28.35;0.2;0.4;1.3;8.7;25.8;16.5;35843;24.2;15.95;0.47100000000000003;21.1;27.8;17.65;22.95;2.8;10.95;17.8;43.9;-75.7578073;37.7659435;0.355;0.129;0.20400000000000001;0.069
Livingston Parish, Louisiana;16.5;83.5;16.4;3.6;75.7;31756.097145;90.55;5.3;0.30000000000000004;0.5;0.9500000000000001;2.4;18.1;9.3;122251;44.5;11.7;0.4;16.2;27.6;14.6;26.55;0.30000000000000004;18.4;12.65;34.2;-90.7274738;30.4404194;0.332;0.10400000000000001;0.184;0.059000000000000004
Cass County, Texas;17.7;82.3;12.9;4.1;78.3;25154.54381;77.0;18.0;0.45;0.25;1.25;3.05;29.0;13.1;29889;53.6;18.7;0.456;28.1;24.85;17.5;22.4;2.15;12.55;20.55;43.2;-94.3575786;33.0836979;0.294;0.114;0.23700000000000002;0.091
Prince Edward County, Virginia;18.8;81.2;18.5;7.6;86.85;14194.643175;62.35;33.8;0.25;0.5;1.45;1.65;21.95;7.35;22474;73.1;16.6;0.451;19.7;26.35;31.05;21.4;1.2;9.75;10.3;31.4;-78.4329574;37.2248813;0.338;0.101;0.17500000000000002;0.08700000000000001
Logan County, Kansas;8.6;91.4;18.0;2.8;81.1;25106.01619;94.5;1.1;0.2;0.2;1.8;2.25;14.2;11.3;2698;67.6;13.55;0.431;10.4;32.3;17.65;22.35;6.0;10.85;10.95;44.8;-101.1574069;38.9132695;0.321;0.124;0.17;0.03
Coosa County, Alabama;26.9;73.1;10.6;4.8;70.05;23083.6273;66.1;31.65;0.15;0.05;0.9;1.05;30.1;17.25;11158;25.6;18.05;0.443;23.4;19.55;18.2;21.65;1.45;12.6;26.5;43.8;-86.2434818;32.9314453;0.343;0.156;0.161;0.082
Stone County, Missouri;16.6;83.4;16.8;6.3;73.75;19189.114285;90.95;0.05;0.9500000000000001;0.35000000000000003;6.0;1.65;35.4;6.95;31694;26.8;15.3;0.423;27.35;25.35;19.9;29.75;0.25;14.65;10.1;48.5;-93.4677823;36.7478573;0.309;0.116;0.215;0.10400000000000001
Oktibbeha County, Mississippi;15.5;84.5;39.9;19.7;83.0;13227.259685;58.3;36.25;0.1;2.6;1.35;1.45;33.7;10.6;45650;45.2;32.65;0.536;31.55;41.1;20.9;20.55;0.75;6.25;10.55;25.1;-88.8761514;33.4223134;0.315;0.098;0.21;0.092
Davis County, Iowa;18.2;81.8;17.0;4.8;70.65;26790.782855;97.5;0.35000000000000003;0.4;0.2;0.75;0.8;5.3;13.9;8651;46.0;8.45;0.41200000000000003;7.9;33.1;13.0;15.3;1.3;12.35;24.95;39.6;-92.4103453;40.7480892;0.32;0.10200000000000001;0.167;0.064
Cass County, Illinois;19.4;80.6;12.3;3.9;77.45;25538.826665;80.2;2.0;0.1;0.15;0.85;16.7;25.55;9.75;13608;77.4;13.4;0.389;15.25;21.5;17.9;20.7;2.7;8.95;28.25;38.7;-90.2457045;39.9692024;0.303;0.101;0.161;0.08
Hodgeman County, Kansas;8.9;91.1;22.9;5.8;75.25;27001.954605;93.7;0.5;0.6000000000000001;0.25;0.8;4.2;6.9;3.65;1938;16.7;8.2;0.394;7.8;44.15;10.4;18.1;6.0;11.25;10.1;43.3;-99.8984067;38.0874927;0.301;0.11;0.165;0.036000000000000004
Polk County, Nebraska;7.1;92.9;16.1;4.8;81.65;25087.603175;96.45;0.05;0.1;0.1;0.7000000000000001;2.6;9.2;8.15;5285;55.2;7.3;0.393;9.7;32.35;16.65;18.85;5.4;10.95;15.85;44.7;-97.5706627;41.1879253;0.33;0.10300000000000001;0.123;0.029
Rockingham County, New Hampshire;6.5;93.5;36.6;12.9;81.35;37792.07016;94.3;0.65;0.1;1.7000000000000002;1.2;2.05;4.55;5.9;295951;60.1;4.65;0.404;4.85;40.3;13.3;27.0;0.30000000000000004;8.95;10.0;41.4;-71.0994374;42.9893596;0.263;0.076;0.10400000000000001;0.06
Churchill County, Nevada;12.3;87.7;18.2;6.6;73.2;29598.401905;77.2;1.55;3.7;2.7;3.75;11.15;10.5;9.9;24790;35.6;8.75;0.384;8.6;26.55;20.25;24.5;2.25;11.6;14.75;38.4;-118.2704194;39.5257006;0.316;0.091;0.218;0.092
Morgan County, Colorado;22.3;77.7;14.6;4.7;74.45;24096.815875;62.85;1.65;0.65;0.4;0.8;33.65;21.8;10.45;27894;40.6;14.1;0.396;19.35;25.0;15.65;17.6;6.15;10.05;25.55;36.4;-103.8070921;40.2623535;0.28800000000000003;0.073;0.23500000000000001;0.066
Milam County, Texas;18.5;81.5;13.5;4.3;76.45;22497.383175;65.9;9.7;0.35000000000000003;0.30000000000000004;1.25;22.55;35.1;13.25;24768;32.5;17.65;0.462;25.65;26.75;16.65;23.35;2.65;13.2;17.4;39.8;-96.9843946;30.791242;0.312;0.12;0.249;0.079
Bosque County, Texas;19.9;80.1;14.8;4.6;76.5;24110.87397;80.8;1.7000000000000002;0.65;0.15;1.1;15.6;26.8;14.8;17966;36.3;16.95;0.421;23.75;29.1;19.15;22.4;1.6;10.05;17.75;44.4;-97.6376322;31.9007636;0.28300000000000003;0.107;0.265;0.074
Floyd County, Texas;25.4;74.6;17.1;5.1;80.0;22674.62476;44.6;3.45;0.15;0.25;0.75;50.75;36.65;13.55;6564;48.5;23.25;0.417;29.75;29.3;13.6;23.95;9.85;10.7;12.7;35.7;-101.3032742;34.0737305;0.289;0.122;0.268;0.068
Runnels County, Texas;22.9;77.1;16.4;4.9;72.05;24877.740315;64.55;1.7000000000000002;0.4;0.2;0.75;32.4;39.65;15.55;10438;24.0;20.45;0.441;28.4;27.2;18.15;24.7;3.2;10.85;15.95;43.1;-99.967856;31.8333106;0.326;0.111;0.262;0.062
Lewis and Clark County, Montana;5.6;94.4;34.7;11.8;75.25;26620.03143;92.8;0.30000000000000004;1.85;0.75;2.0;2.35;13.15;5.15;61738;40.6;10.05;0.4;11.4;41.55;16.1;26.65;0.6000000000000001;8.15;7.0;40.7;-112.3829537;47.1221333;0.23800000000000002;0.067;0.156;0.049
Grant County, West Virginia;20.6;79.4;11.5;4.4;72.8;24088.759685;97.4;0.6000000000000001;0.1;0.1;0.9;0.9;27.8;15.4;11863;38.0;14.1;0.395;16.25;22.5;15.75;20.15;1.55;15.25;24.8;42.8;-79.195064;39.1059882;0.334;0.156;0.194;0.108
Prairie County, Arkansas;22.0;78.0;11.5;3.4;65.7;23194.910475;84.4;13.85;0.55;0.1;0.55;0.6000000000000001;30.1;15.7;8745;64.7;16.9;0.41500000000000004;21.2;27.6;18.6;20.8;4.4;10.95;17.65;43.5;-91.5571995;34.828225;0.328;0.124;0.218;0.073
Thomas County, Kansas;13.2;86.8;23.4;7.0;81.7;21795.18222;93.55;0.75;0.7000000000000001;0.4;0.8;3.8;2.25;10.05;7660;44.8;11.0;0.428;7.3;32.7;21.75;24.85;2.65;7.05;11.0;37.0;-101.0834385;39.3577058;0.295;0.09;0.151;0.037
Suffolk County, Massachusetts;16.9;83.1;38.9;17.1;77.7;31885.944125;50.15;19.55;0.2;7.75;3.55;18.85;26.0;18.85;726326;61.9;19.55;0.518;27.3;42.1;21.55;23.8;0.1;5.0;7.45;31.6;-71.0201725;42.33196;0.215;0.081;0.065;0.066
Lake County, Minnesota;6.5;93.5;20.1;5.9;70.3;25117.644445;96.4;0.25;0.65;0.25;1.9500000000000002;0.55;29.65;8.4;10808;44.0;12.15;0.397;14.6;25.4;24.1;21.7;1.0;12.4;15.4;47.7;-91.4117038;47.5171114;0.295;0.095;0.101;0.057
Guadalupe County, Texas;14.9;85.1;24.0;8.6;79.4;28349.71873;55.7;5.95;0.35000000000000003;1.25;1.5;35.2;16.05;9.75;121900;38.7;9.9;0.395;13.55;33.55;15.65;26.85;0.30000000000000004;10.35;13.25;36.3;-97.9490268;29.5832081;0.299;0.085;0.20700000000000002;0.058
Greene County, Virginia;20.5;79.5;20.0;7.3;72.0;30419.54762;86.9;7.05;0.1;0.8;1.7000000000000002;3.45;12.15;14.3;18146;20.7;7.9;0.388;7.65;29.8;21.05;26.95;0.2;12.75;9.3;38.7;-78.4701629;38.2979805;0.299;0.097;0.179;0.049
Ulster County, New York;12.5;87.5;29.5;13.6;79.8;30710.447935;82.65;5.45;0.2;1.65;2.0;8.0;17.2;6.85;182001;54.6;11.45;0.43;15.15;37.5;17.8;24.75;0.5;9.5;9.95;41.2;-74.265447;41.9472321;0.273;0.093;0.127;0.088
Westmoreland County, Virginia;23.5;76.5;15.9;7.5;72.3;27805.641905;63.95;27.9;0.2;0.35000000000000003;2.25;5.35;16.2;11.4;17378;46.0;10.9;0.403;13.75;27.4;16.5;25.1;2.55;16.95;11.4;45.7;-76.8041695;38.1091912;0.29;0.128;0.197;0.075
Eureka County, Nevada;11.8;88.2;17.8;3.0;80.2;41048.31746;86.95;0.05;2.75;0.7000000000000001;0.9500000000000001;8.6;16.8;15.95;1687;53.3;10.5;0.41200000000000003;11.8;40.35;10.45;6.7;7.1;21.95;13.45;40.5;-116.2722082;39.9777878;0.257;0.08700000000000001;0.188;0.06
Clearwater County, Minnesota;15.6;84.4;14.5;3.1;71.6;23221.12603;87.3;0.30000000000000004;9.0;0.30000000000000004;1.8;1.25;23.3;16.1;8463;46.5;15.5;0.421;21.6;27.75;19.75;18.25;1.9500000000000002;13.95;18.35;42.1;-95.3711169;47.5758728;0.299;0.097;0.153;0.112
Blaine County, Oklahoma;18.9;81.1;15.9;4.6;80.5;23386.740315;64.95;5.4;6.3;0.45;4.4;18.55;16.8;24.85;12284;60.7;15.35;0.451;19.65;25.1;18.2;26.5;2.8;12.6;14.75;38.9;-98.4289343;35.877782;0.322;0.115;0.21;0.044
San Juan County, Washington;5.7;94.3;44.9;18.3;72.4;29121.439365;91.55;0.35000000000000003;0.6000000000000001;1.3;1.85;4.3;20.6;5.75;15532;51.9;9.8;0.47600000000000003;13.25;36.2;18.9;21.95;0.5;16.35;6.15;51.9;-123.1006162;48.5088615;0.185;0.067;0.20700000000000002;0.062
Valley County, Idaho;6.7;93.3;36.1;11.8;65.1;26245.925395;93.65;0.05;0.6000000000000001;0.2;1.45;4.05;33.2;8.5;9264;11.5;15.8;0.396;30.05;32.7;16.45;20.55;1.35;21.75;7.2;45.1;-115.6378747;44.7715315;0.258;0.08700000000000001;0.198;0.114
Washington County, Illinois;13.8;86.2;17.1;6.3;76.55;28850.07619;96.75;0.75;0.2;0.45;0.55;1.25;16.8;9.8;14720;39.6;10.1;0.379;12.9;30.85;16.75;18.8;1.9500000000000002;12.05;19.6;41.8;-89.4171873;38.3531405;0.32;0.101;0.112;0.069
Luce County, Michigan;17.4;82.6;13.5;4.0;72.2;23346.62095;79.95;11.5;3.55;0.65;2.45;1.9;36.0;11.6;6638;28.0;17.95;0.394;27.5;22.7;31.0;22.45;2.1;6.85;14.9;42.4;-85.5823683;46.9406018;0.34500000000000003;0.12;0.164;0.106
Big Stone County, Minnesota;11.8;88.2;16.0;4.3;76.8;22028.396825;97.8;0.4;0.2;0.05;0.9;0.65;24.25;7.55;5302;38.5;10.85;0.42;13.9;31.85;19.7;21.1;2.3;9.85;15.3;48.4;-96.4022263;45.4199252;0.28400000000000003;0.08700000000000001;0.112;0.051000000000000004
Jasper County, Texas;18.4;81.6;14.0;3.0;75.15;25194.267935;75.7;16.8;0.35000000000000003;0.6000000000000001;1.4;5.2;27.8;10.75;35070;46.5;18.6;0.441;28.2;26.75;16.8;23.45;2.4;14.9;15.7;39.6;-94.0222943;30.7529323;0.303;0.121;0.249;0.099
Clinton County, New York;15.8;84.2;21.7;9.5;78.9;25723.08;91.4;3.35;0.25;0.9500000000000001;1.4;2.6;19.95;11.25;81941;44.0;13.2;0.419;16.85;31.65;20.25;24.5;1.1;8.8;13.7;38.1;-73.7056478;44.7527103;0.296;0.083;0.108;0.099
