6.943842622994019775e-01,6.002242083418859453e-01
6.491005317762182925e-01,6.038264028013569096e-01
6.413834809125940062e-01,6.854885114382390787e-01
6.432624542509581822e-01,6.105057041938990459e-01
6.206875645232154959e-01,6.004148607384668379e-01
6.233642490810415993e-01,6.187177708704177936e-01
6.146516242334919555e-01,6.100701877515609661e-01
6.179006026637169358e-01,6.618026070398826954e-01
6.111368474290764796e-01,6.167930576899279815e-01
6.121468061514099279e-01,6.267203411010846548e-01
6.076399977112177941e-01,6.099254725730582916e-01
6.060815948010396248e-01,6.427508241509738429e-01
6.012611936799037160e-01,7.658194768918703543e-01
6.030751362923653103e-01,5.982454517116285730e-01
6.017351748594975680e-01,6.017064631801761765e-01
5.928751756389407657e-01,6.078555600283896965e-01
5.934659518824583202e-01,6.518065888587742940e-01
5.862993592555427735e-01,6.336360475788377355e-01
5.880899002927529873e-01,6.870008854016865785e-01
5.968959520844852040e-01,6.121901322717535621e-01
5.923714936005775034e-01,6.689494954396600912e-01
5.960544182634444077e-01,5.928067638449472376e-01
5.928103327524956168e-01,6.063067161873595401e-01
5.802233344011107352e-01,6.144862468928506960e-01
5.774480250800131387e-01,6.007082070389838657e-01
5.912407200295739518e-01,6.275893359968106600e-01
5.820053861761003144e-01,6.197358190196834427e-01
5.839495038398077043e-01,6.349038204101666860e-01
5.869932456079877126e-01,7.319354096504107066e-01
5.827092324307566740e-01,5.998097894942924224e-01
5.734767445124530072e-01,5.868169681666648430e-01
5.767327527393651954e-01,6.073401382524673542e-01
5.708675236131932618e-01,6.426839591705635346e-01
5.713115245612794268e-01,6.158044575011893951e-01
5.726171275922423698e-01,6.102199431968061694e-01
5.768569775505355546e-01,6.476536531970925603e-01
5.710647333052850660e-01,5.895311097576193538e-01
5.788185021230346505e-01,6.088219015565636827e-01
5.728898082331416175e-01,6.145956606081087736e-01
5.758687108924764875e-01,6.187328614600716703e-01
5.632187909261099357e-01,6.142742854275115016e-01
5.732397961322451829e-01,6.469546221706965472e-01
5.603377336342827419e-01,6.198576664271420178e-01
5.579124934985469908e-01,6.234991762736071808e-01
5.685424305908594045e-01,6.204856136073805262e-01
5.591020173207632560e-01,5.923403566830778288e-01
5.631061132990206053e-01,6.290367849885600826e-01
5.538402106549300541e-01,6.169417345360533877e-01
5.567730339021338404e-01,6.052753957983565414e-01
5.599584564085929861e-01,5.938863574642024856e-01
5.608256192315914657e-01,6.078619548719222943e-01
5.571880631700186770e-01,6.377504827225044526e-01
5.591697907764500153e-01,6.225460906551308904e-01
5.577020473679283885e-01,6.528216526932912878e-01
5.481336147893764998e-01,6.467178235315296231e-01
5.568002672190910385e-01,6.098097644440115817e-01
5.641907634047448328e-01,6.194112553988417869e-01
5.500842237155849634e-01,6.595247085780313601e-01
5.509535393067962472e-01,6.222007168482427408e-01
5.526544730170175335e-01,6.322308680782579016e-01
5.436768409649380684e-01,6.116368754269325692e-01
5.460208263750094826e-01,6.479361008291375512e-01
5.458681166963740283e-01,6.462861887396198490e-01
5.498790595065484732e-01,6.584210975529396492e-01
5.431038355239202753e-01,6.627214648952223230e-01
5.501520441876869283e-01,6.279951423814852385e-01
5.434299592275094737e-01,6.360242497431088937e-01
5.424781958563730244e-01,6.508662570012758719e-01
5.421677630811759796e-01,6.148617790169912389e-01
5.387046455432160652e-01,6.460907459259033203e-01
5.397321325778056123e-01,6.853538972057707790e-01
5.477621072609917263e-01,6.252183546758678379e-01
5.449649749716047875e-01,6.228490937246035086e-01
5.416800282824876245e-01,6.052532832916468486e-01
5.358074552420194481e-01,6.460744273172666086e-01
5.384291110047805251e-01,6.465641072351638874e-01
5.510227778265552878e-01,6.056551492377503232e-01
5.283582709545880940e-01,6.621074170282442717e-01
5.339345584784331855e-01,6.751726326877123263e-01
5.477786893184090067e-01,6.569192531990678541e-01
5.336278416400164204e-01,6.486663744874197057e-01
5.416188437074592743e-01,6.980959626093302672e-01
5.397579223200311693e-01,6.055311438155500658e-01
5.361470635633993620e-01,6.442999015115711270e-01
5.324601443261756106e-01,5.971334731742127255e-01
5.267467636197975533e-01,6.993491421007129727e-01
5.346883470351601053e-01,6.459433150618043573e-01
5.229102947227869391e-01,6.902881395326901925e-01
5.259909815082514095e-01,6.531553056142102021e-01
5.282380906182855274e-01,6.309375330193401910e-01
5.310552682777057720e-01,6.249197909276779095e-01
5.261890844330615602e-01,6.395882613038363917e-01
5.260190885252472581e-01,6.555507607655982616e-01
5.217626841289947359e-01,6.222090843605668775e-01
5.242914509275606871e-01,6.175188650823619785e-01
5.217455802199058024e-01,6.029740727111084775e-01
5.194566043323538551e-01,5.989786835565958922e-01
5.224785914457273917e-01,6.583897830688789643e-01
5.157691813284350779e-01,6.680219940943260548e-01
5.231586285741324227e-01,6.526211443012708280e-01
