5.941151570709735097e-09,7.004562121437629685e-06,5.674082785844802856e-04,1.123488065786659718e-03,6.872008088976144791e-04,7.983060204423964024e-04,1.669028424657881260e-03,2.220322843641042709e-03,3.664782270789146423e-03,1.452036481350660324e-02
9.636231368403969100e-09,5.500851784745464101e-06,2.839093504007905722e-04,7.216075900942087173e-04,7.873286958783864975e-04,1.225838670507073402e-03,2.049044240266084671e-03,2.594066783785820007e-03,5.603924859315156937e-03,2.242298983037471771e-02
1.096680168899411001e-08,5.333839453669497743e-06,2.991151704918593168e-04,8.223610930144786835e-04,1.007586484774947166e-03,1.403532340191304684e-03,2.343357540667057037e-03,3.248337656259536743e-03,6.495259702205657959e-03,2.422176115214824677e-02
7.811632229959286633e-09,1.414006601407891139e-05,5.620209267362952232e-04,9.106820216402411461e-04,8.081968408077955246e-04,7.844241335988044739e-04,1.534409471787512302e-03,1.783986925147473812e-03,2.939790952950716019e-03,1.206028368324041367e-02
2.574392254928170587e-08,2.329425660718698055e-05,8.486685110256075859e-04,3.744820598512887955e-03,2.697359072044491768e-03,3.439702093601226807e-03,4.125505685806274414e-03,5.076900124549865723e-03,7.294205948710441589e-03,2.433760277926921844e-02
1.393310977704231846e-08,4.808741778106195852e-06,2.688343811314553022e-04,1.026109326630830765e-03,1.391277881339192390e-03,1.662439550273120403e-03,3.088637720793485641e-03,4.054995253682136536e-03,8.084047585725784302e-03,2.742285281419754028e-02
1.030418417258260888e-08,5.267060714686522260e-06,2.477410016581416130e-04,5.246140062808990479e-04,7.248006295412778854e-04,9.797555394470691681e-04,1.716239727102220058e-03,2.040267456322908401e-03,4.892496857792139053e-03,2.001818828284740448e-02
1.940370708553018630e-08,1.605766192369628698e-05,5.953877698630094528e-04,2.910805167630314827e-03,2.174663590267300606e-03,2.559786196798086166e-03,4.061016719788312912e-03,4.291690420359373093e-03,6.873540580272674561e-03,2.503638342022895813e-02
1.812435357351205312e-08,7.492174518120009452e-06,3.874821704812347889e-04,1.401512068696320057e-03,1.270724227651953697e-03,2.036196878179907799e-03,3.124091308563947678e-03,4.320867359638214111e-03,7.719654589891433716e-03,2.816187962889671326e-02
1.015373474189118497e-08,3.574121137717156671e-06,2.778743801172822714e-04,1.561311073601245880e-03,1.330186380073428154e-03,1.667851232923567295e-03,2.817453816533088684e-03,3.751614131033420563e-03,6.741167046129703522e-03,2.476411685347557068e-02
1.573530106213638646e-08,9.615897397452499717e-06,4.557083593681454659e-04,1.164546818472445011e-03,1.234712311998009682e-03,1.789272646419703960e-03,3.111170139163732529e-03,3.254812210798263550e-03,5.843549501150846481e-03,2.315859682857990265e-02
1.144695982446819471e-08,6.018401109031401575e-06,2.900751424022018909e-04,1.001476077362895012e-03,7.832481060177087784e-04,1.314048306085169315e-03,2.396932803094387054e-03,3.481020685285329819e-03,6.341444328427314758e-03,2.318488061428070068e-02
2.609923832608274097e-08,4.362767140264622867e-05,9.962060721591114998e-04,2.466974547132849693e-03,2.835009479895234108e-03,3.226767759770154953e-03,3.583249170333147049e-03,5.459630396217107773e-03,5.800754763185977936e-03,1.831885613501071930e-02
1.322034215434086946e-08,9.354442227049730718e-06,6.158041069284081459e-04,2.534691477194428444e-03,1.586393220350146294e-03,1.815400202758610249e-03,3.326070494949817657e-03,3.567484207451343536e-03,5.557810422033071518e-03,2.293139509856700897e-02
7.959948256086590845e-09,2.394660805293824524e-05,9.774194331839680672e-04,1.049145357683300972e-03,7.765784393996000290e-04,7.694928790442645550e-04,1.449802075512707233e-03,1.415598322637379169e-03,2.025180496275424957e-03,1.022424548864364624e-02
