2.455859885230893269e-06,1.168994931504130363e-03,1.402973430231213570e-03,2.384172985330224037e-03,9.883633814752101898e-03
2.546056748542468995e-06,6.820174166932702065e-04,1.020526746287941933e-03,2.262130612507462502e-03,8.970816619694232941e-03
1.193532511933881324e-06,8.439061930403113365e-04,1.342660980299115181e-03,3.820582525804638863e-03,2.290228940546512604e-02
5.133716513228137046e-06,6.178324110805988312e-04,1.048187492415308952e-03,3.387138945981860161e-03,1.236954424530267715e-02
1.099844394047977403e-05,2.551202895119786263e-03,1.982052577659487724e-03,3.867999417707324028e-03,1.581878028810024261e-02
1.628819290999672376e-06,1.204190542921423912e-03,2.053363015875220299e-03,5.457219667732715607e-03,2.907496504485607147e-02
9.141923555944231339e-07,3.935662971343845129e-04,6.312422920018434525e-04,1.624580705538392067e-03,7.190024945884943008e-03
3.150757720504770987e-06,1.646788092330098152e-03,2.538593718782067299e-03,6.019842810928821564e-03,2.932528406381607056e-02
2.043990889433189295e-06,1.112661906518042088e-03,1.504940213635563850e-03,3.662662813439965248e-03,2.038713730871677399e-02
1.435043941455660388e-06,1.083421870134770870e-03,1.654882682487368584e-03,4.145748913288116455e-03,2.266920357942581177e-02
2.302229404449462891e-06,1.301732379943132401e-03,1.541930017992854118e-03,4.014523699879646301e-03,1.967724971473217010e-02
2.083363597193965688e-06,1.438132021576166153e-03,1.539097866043448448e-03,3.765135770663619041e-03,1.872024685144424438e-02
4.298925705370493233e-05,3.044078592211008072e-03,1.912250882014632225e-03,3.581964643672108650e-03,7.934055291116237640e-03
3.062448058699374087e-06,1.886429148726165295e-03,2.461600815877318382e-03,5.613468587398529053e-03,2.591564133763313293e-02
2.120334329447359778e-06,7.238322868943214417e-04,1.294477144256234169e-03,3.835775190964341164e-03,2.150159515440464020e-02
3.312794660814688541e-06,5.694507854059338570e-04,5.838254000991582870e-04,1.523325452581048012e-03,8.137613534927368164e-03
2.884670493585872464e-06,1.230134163051843643e-03,1.151622971519827843e-03,2.437332877889275551e-03,1.116476673632860184e-02
8.927518138079904020e-06,1.789294881746172905e-03,1.269525615498423576e-03,2.428854117169976234e-03,1.061009708791971207e-02
9.247432330994342919e-07,6.984162610024213791e-04,9.585374500602483749e-04,2.786062890663743019e-03,1.680749841034412384e-02
3.168900093442061916e-06,1.804241444915533066e-03,1.968981465324759483e-03,4.626176320016384125e-03,2.102232351899147034e-02
2.421376620986848138e-06,8.551748469471931458e-04,1.290339278057217598e-03,2.534774364903569221e-03,8.892584592103958130e-03
2.628748006827663630e-06,1.495499396696686745e-03,1.559956232085824013e-03,4.297102801501750946e-03,1.884897239506244659e-02
2.701660378079395741e-06,1.437640865333378315e-03,1.468734582886099815e-03,3.844586899504065514e-03,1.747857592999935150e-02
2.082291302940575406e-06,1.211321679875254631e-03,1.556026516482234001e-03,3.149965079501271248e-03,1.591436937451362610e-02
2.955995796583010815e-06,1.291738357394933701e-03,1.570370746776461601e-03,4.882287234067916870e-03,2.166382595896720886e-02
4.996212510377517901e-07,1.651678176131099463e-04,5.018652882426977158e-04,3.167153103277087212e-03,1.436159852892160416e-02
2.359787231398513541e-06,1.463401596993207932e-03,1.445276895537972450e-03,3.100479254499077797e-03,1.497758645564317703e-02
4.373369392851600423e-06,2.197286812588572502e-03,2.271019155159592628e-03,5.207736976444721222e-03,2.285392023622989655e-02
2.501194330761791207e-06,1.520674908533692360e-03,1.604260178282856941e-03,3.581002121791243553e-03,1.688294857740402222e-02
8.416617674811277539e-06,3.198538441210985184e-03,2.268154406920075417e-03,5.020732060074806213e-03,1.597397215664386749e-02
1.456188556403503753e-06,9.685617405921220779e-04,1.652378821745514870e-03,4.415879026055335999e-03,2.400667779147624969e-02
