8.219368282880168408e-06,1.537800068035721779e-03,7.047332823276519775e-03,1.421681605279445648e-02,1.405415683984756470e-02
6.977327302593039349e-06,1.101549947634339333e-03,6.200862117111682892e-03,1.259613223373889923e-02,1.262438204139471054e-02
1.189822523883776739e-05,4.710083361715078354e-03,1.129136793315410614e-02,1.538668200373649597e-02,1.185013167560100555e-02
6.444337941502453759e-06,1.923113712109625340e-03,7.264131680130958557e-03,1.525909826159477234e-02,1.875081285834312439e-02
4.026134774903766811e-06,1.097616157494485378e-03,5.233727395534515381e-03,1.289903931319713593e-02,1.790446415543556213e-02
7.889718290243763477e-06,1.203254330903291702e-02,1.791341044008731842e-02,1.550781913101673126e-02,1.093367114663124084e-02
8.892434379959013313e-06,2.674542134627699852e-03,1.005159039050340652e-02,1.712947711348533630e-02,1.344755664467811584e-02
1.091133526642806828e-05,2.437027171254158020e-03,8.456400595605373383e-03,1.500458829104900360e-02,1.561882253736257553e-02
1.289948431804077700e-05,3.116068663075566292e-03,9.848892688751220703e-03,1.591453887522220612e-02,1.216191425919532776e-02
3.554091790647362359e-06,1.197007251903414726e-03,5.177021957933902740e-03,1.442718692123889923e-02,2.038114331662654877e-02
5.412456175690749660e-06,1.417480525560677052e-03,8.729511871933937073e-03,1.781555078923702240e-02,1.876470819115638733e-02
1.099033761420287192e-05,5.616154521703720093e-03,1.329913549125194550e-02,1.454352028667926788e-02,1.111818384379148483e-02
1.044928558258106932e-05,5.674561485648155212e-03,1.358105801045894623e-02,1.461778394877910614e-02,1.247485540807247162e-02
3.256480567870312370e-06,2.190610393881797791e-03,6.615118123590946198e-03,1.396191492676734924e-02,1.633251644670963287e-02
2.158377583327819593e-06,1.119918422773480415e-03,4.531065933406352997e-03,1.437527500092983246e-02,1.944549754261970520e-02
1.236486514244461432e-05,1.583089004270732403e-03,1.011358667165040970e-02,1.700161769986152649e-02,1.643241755664348602e-02
6.550103535118978471e-06,1.559788826853036880e-03,6.053494289517402649e-03,1.425454393029212952e-02,1.904834434390068054e-02
8.935796358855441213e-06,2.194826258346438408e-03,8.038777858018875122e-03,1.501917280256748199e-02,1.170898042619228363e-02
3.481393832771573216e-06,1.519206911325454712e-03,6.974676623940467834e-03,1.469257101416587830e-02,1.318238303065299988e-02
3.793930545725743286e-06,9.832731448113918304e-04,6.418881937861442566e-03,1.654604636132717133e-02,1.569957844913005829e-02
8.747553692955989391e-06,3.623540746048092842e-03,1.093246974050998688e-02,1.655405946075916290e-02,1.608212478458881378e-02
3.385320951565518044e-06,1.157000078819692135e-03,5.686131305992603302e-03,1.522156782448291779e-02,2.003550529479980469e-02
9.633224181015975773e-06,1.384432078339159489e-03,9.058172814548015594e-03,1.633290201425552368e-02,1.365379523485898972e-02
1.525082188891246915e-05,4.845375660806894302e-03,1.428510434925556183e-02,2.078611217439174652e-02,1.162408106029033661e-02
7.877451935200951993e-06,4.843181464821100235e-03,1.049489621073007584e-02,2.097457833588123322e-02,2.358993701636791229e-02
1.323882679571397603e-05,1.773434109054505825e-03,8.303357288241386414e-03,1.593433506786823273e-02,1.434466894716024399e-02
7.504612312914105132e-06,2.047382527962327003e-03,1.025998499244451523e-02,1.786252297461032867e-02,1.499799266457557678e-02
6.503096756205195561e-06,1.371366204693913460e-03,6.058163940906524658e-03,1.470888219773769379e-02,1.833253540098667145e-02
3.047093514396692626e-06,2.009276999160647392e-03,6.016318686306476593e-03,1.279940083622932434e-02,2.040067501366138458e-02
8.770413842285051942e-06,2.602949040010571480e-03,9.281178005039691925e-03,1.541582494974136353e-02,1.703826710581779480e-02
3.496490990073652938e-06,1.139420433901250362e-03,8.058892562985420227e-03,1.889810524880886078e-02,1.733121834695339203e-02
4.577266736305318773e-06,7.094290107488632202e-03,1.052346639335155487e-02,1.284122653305530548e-02,9.555144235491752625e-03
9.862684237305074930e-06,4.770303145051002502e-03,1.058865897357463837e-02,1.433486863970756531e-02,1.110072247684001923e-02
7.373713287961436436e-06,2.017123857513070107e-03,7.336811162531375885e-03,1.404720917344093323e-02,1.205372624099254608e-02
1.311161577177699655e-05,1.568487146869301796e-03,9.745008312165737152e-03,1.744488999247550964e-02,1.377125550061464310e-02
1.789784050743037369e-06,7.621780969202518463e-04,3.643216798081994057e-03,1.148565858602523804e-02,1.635793782770633698e-02
2.506444070604629815e-05,3.325524041429162025e-03,9.018655866384506226e-03,1.295007951557636261e-02,1.164003089070320129e-02
2.832516656781081110e-06,1.234846422448754311e-03,5.003549158573150635e-03,1.421401835978031158e-02,2.091563679277896881e-02
6.783037406421499327e-06,1.630013110116124153e-03,6.201657466590404510e-03,1.371191814541816711e-02,1.916540972888469696e-02
5.787225745734758675e-06,1.943091279827058315e-03,6.474991329014301300e-03,1.332022622227668762e-02,1.680493541061878204e-02
