0.000000000000000000e+00,4.465994152269558981e-08,4.719321623269934207e-06,6.288166332524269819e-06,4.227826138958334923e-06,7.719208952039480209e-06,1.292070373892784119e-05,1.240849815076217055e-05,2.808052522595971823e-05,7.961296068970113993e-05
0.000000000000000000e+00,4.491151983643248968e-08,2.576740826043533161e-06,3.448920324444770813e-06,2.396460331510752439e-06,2.971355570480227470e-06,1.090276055037975311e-05,2.916509401984512806e-06,4.949135472998023033e-06,1.786084612831473351e-05
0.000000000000000000e+00,4.132652975386008620e-08,2.312717469976632856e-06,3.718181687872856855e-06,2.654422132764011621e-06,3.629305865615606308e-06,1.244700979441404343e-05,3.804649168159812689e-06,6.307280273176729679e-06,2.035348734352737665e-05
0.000000000000000000e+00,3.053286690146705951e-08,1.400423002451134380e-06,-1.651605998631566763e-07,1.233129296451807022e-07,2.069224137812852859e-06,7.851980626583099365e-06,1.195461663883179426e-06,1.980326487682759762e-06,6.803442374803125858e-06
0.000000000000000000e+00,2.216934689158733818e-07,2.062550811388064176e-05,4.314362740842625499e-05,3.050656960112974048e-05,2.057553501799702644e-05,3.779830876737833023e-05,2.578278508735820651e-05,3.683744580484926701e-05,9.393451910000294447e-05
0.000000000000000000e+00,3.944453297322070284e-08,2.180088586101192050e-06,2.821681846398860216e-06,1.986576535273343325e-06,2.941495040431618690e-06,1.033965963870286942e-05,2.594752004370093346e-06,4.776200512424111366e-06,1.739055733196437359e-05
0.000000000000000000e+00,2.435468893224879139e-08,9.965397111955098808e-07,-4.352732503321021795e-07,-2.673768904060125351e-07,1.959386281669139862e-06,8.159782737493515015e-06,7.681810529902577400e-07,1.143707777373492718e-06,5.816124030388891697e-06
0.000000000000000000e+00,9.019073132776611601e-08,6.781537194910924882e-06,9.280214726459234953e-06,6.054549885448068380e-06,5.293404683470726013e-06,1.545774284750223160e-05,6.649395800195634365e-06,1.114229962695389986e-05,3.639340866357088089e-05
0.000000000000000000e+00,6.465555912882336997e-08,5.569828317675273865e-06,7.816859579179435968e-06,5.385496478993445635e-06,6.483984179794788361e-06,1.717638224363327026e-05,9.434770618099719286e-06,1.708680065348744392e-05,4.815019201487302780e-05
0.000000000000000000e+00,4.443738887971449003e-08,2.742115384535281919e-06,5.532954673981294036e-06,3.761255356948822737e-06,4.639849066734313965e-06,1.365272328257560730e-05,5.241316102910786867e-06,1.000682823359966278e-05,3.187342372257262468e-05
0.000000000000000000e+00,5.621317811232984241e-08,3.901384388882433996e-06,5.852984031662344933e-06,4.390451067592948675e-06,5.321402568370103836e-06,1.565169077366590500e-05,7.207927410490810871e-06,1.141231041401624680e-05,3.181381907779723406e-05
0.000000000000000000e+00,3.871882725547948212e-08,2.176443558710161597e-06,3.592911525629460812e-06,2.621520252432674170e-06,4.011613782495260239e-06,1.312314998358488083e-05,4.601002729032188654e-06,7.807277143001556396e-06,2.275593578815460205e-05
