0.000000000000000000e+00,9.427887448509864043e-08,6.987241704337066039e-06,1.025681922328658402e-05,1.083439565263688564e-05,8.237781003117561340e-06,1.388927921652793884e-05,1.195933145936578512e-05,1.090647128876298666e-05,2.982003206852823496e-05
0.000000000000000000e+00,3.622239930223258852e-08,1.786904817890899722e-06,7.737944542896002531e-07,1.884014636743813753e-06,1.020292984321713448e-06,4.372792318463325500e-06,2.548833435866981745e-06,-4.819012247025966644e-07,4.794506821781396866e-06
0.000000000000000000e+00,3.549185478846084152e-08,1.911655999720096588e-06,3.822715370915830135e-07,1.598105882294476032e-06,1.098436769098043442e-06,4.820874892175197601e-06,2.410248271189630032e-06,-4.779722075909376144e-07,4.891815478913486004e-06
0.000000000000000000e+00,2.804611298756753968e-08,1.009355742098705377e-06,6.835034582763910294e-08,1.297063136007636786e-06,6.081827450543642044e-07,2.269051037728786469e-06,1.939137291628867388e-06,-7.933704182505607605e-07,2.075292286463081837e-06
0.000000000000000000e+00,1.664866005057774601e-07,2.003920053539332002e-05,5.913675704505294561e-05,5.169049109099432826e-05,3.382214345037937164e-05,2.570182550698518753e-05,2.967230102512985468e-05,2.246096846647560596e-05,5.458430678118020296e-05
0.000000000000000000e+00,6.621340276069531683e-08,4.900216481473762542e-06,6.685244443360716105e-06,8.046168659348040819e-06,6.763875717297196388e-06,1.249334309250116348e-05,9.236529876943677664e-06,7.867536623962223530e-06,2.325804962310940027e-05
0.000000000000000000e+00,2.966201861909212312e-08,1.193131538457237184e-06,5.123001756146550179e-08,1.279506250284612179e-06,5.697365850210189819e-07,2.957880496978759766e-06,1.994434569496661425e-06,-8.527858881279826164e-07,2.864966518245637417e-06
0.000000000000000000e+00,1.267759870415829937e-07,9.606310413801111281e-06,1.653721483307890594e-05,1.648125180508941412e-05,1.261112629435956478e-05,1.906370744109153748e-05,1.687796611804515123e-05,1.683188020251691341e-05,4.429313412401825190e-05
0.000000000000000000e+00,7.591367534587334376e-08,5.150542165210936219e-06,7.816059223841875792e-06,8.876901119947433472e-06,6.812741048634052277e-06,1.209403853863477707e-05,8.907263691071420908e-06,7.118229405023157597e-06,2.162872988265007734e-05
0.000000000000000000e+00,2.836058676791708422e-08,1.207828859151049983e-06,-8.620554581284523010e-08,1.270804204978048801e-06,6.589689292013645172e-07,3.698631189763545990e-06,1.828026142902672291e-06,-9.450886864215135574e-07,2.899541868828237057e-06
0.000000000000000000e+00,7.781986255395167973e-08,5.287756721372716129e-06,7.714923413004726171e-06,8.403316314797848463e-06,6.164016667753458023e-06,1.122453249990940094e-05,8.852090104483067989e-06,6.950605893507599831e-06,2.080699778161942959e-05
0.000000000000000000e+00,3.231326317632010614e-08,1.611477159713103902e-06,2.829983714036643505e-08,1.264736056327819824e-06,7.896160241216421127e-07,4.095258191227912903e-06,2.058339305222034454e-06,-8.281785994768142700e-07,3.885463229380548000e-06
0.000000000000000000e+00,8.954243213565860060e-08,5.183523171581327915e-06,9.773273632163181901e-06,1.002491626422852278e-05,6.776361260563135147e-06,1.074688043445348740e-05,9.273666364606469870e-06,7.049064151942729950e-06,2.057754318229854107e-05
