6.071739022672772990e-08,2.302652137586846948e-05,1.648590114200487733e-05,5.180179141461849213e-05,1.450753479730337858e-04
4.705476897015614668e-08,1.033326680044410750e-05,4.572153557091951370e-06,3.329757601022720337e-05,5.455131758935749531e-05
4.346978244029742200e-08,1.298160896112676710e-05,7.346774509642273188e-06,3.078381996601819992e-05,9.778511594049632549e-05
2.229368512018936599e-08,1.635448825254570693e-06,-2.160231815651059151e-08,9.176786988973617554e-06,5.376001354306936264e-06
9.226140917917291517e-08,4.354129850980825722e-05,3.888333594659343362e-05,7.995287887752056122e-05,1.436053717043250799e-04
4.188774482827284373e-08,1.959469773282762617e-05,1.384557981509715319e-05,4.621082916855812073e-05,1.642974093556404114e-04
3.117632374483036983e-08,3.619506514951353893e-06,1.275766408070921898e-06,1.597718801349401474e-05,2.735508314799517393e-05
4.160229849503593869e-08,2.473195308994036168e-05,2.225898060714825988e-05,5.936995148658752441e-05,1.843937789089977741e-04
5.182023699035198661e-08,2.101467543980106711e-05,1.493410672992467880e-05,4.634214565157890320e-05,1.491812290623784065e-04
2.142283861417126900e-08,4.826258191314991564e-06,3.361812559887766838e-06,1.939211506396532059e-05,8.577969856560230255e-05
5.933855007356214628e-08,2.025205867539625615e-05,1.154914934886619449e-05,4.403362981975078583e-05,1.264726161025464535e-04
3.167948037230416958e-08,8.742073077883105725e-06,6.302492693066596985e-06,2.856540959328413010e-05,1.028464757837355137e-04
7.783437894204325858e-08,2.295625563419889659e-05,9.481351298745721579e-06,4.066422116011381149e-05,6.952253170311450958e-05
3.644978718853053579e-08,2.643691732373554260e-05,2.653049159562215209e-05,6.791180931031703949e-05,2.141669101547449827e-04
4.744181225646570965e-08,1.232995509781176224e-05,5.496905941981822252e-06,2.244778443127870560e-05,7.397279841825366020e-05
6.004490415989494068e-08,1.449299543310189620e-05,5.448593583423644304e-06,2.413755282759666443e-05,6.230632425285875797e-05
6.305900512870721286e-08,1.879231786006130278e-05,9.340699762105941772e-06,3.270851448178291321e-05,9.216539910994470119e-05
9.193242078708863119e-08,4.020322376163676381e-05,2.891867916332557797e-05,6.678351201117038727e-05,1.278045529033988714e-04
4.217318760879606998e-08,8.808033271634485573e-06,5.203924956731498241e-06,2.633407711982727051e-05,6.950864917598664761e-05
4.615489501702541020e-08,2.399768527538981289e-05,2.058366953860968351e-05,6.032804958522319794e-05,1.808353699743747711e-04
2.482881811260995164e-08,2.429876531095942482e-06,7.463168003596365452e-07,1.744832843542098999e-05,1.733195676933974028e-05
3.352761268615722656e-08,6.708989076287252828e-06,4.940193321090191603e-06,2.395198680460453033e-05,7.179260137490928173e-05
4.873356829193653539e-08,1.548858017486054450e-05,9.462884918320924044e-06,3.845465835183858871e-05,1.136238861363381147e-04
4.276826714999515389e-08,1.646947566769085824e-05,1.051802246365696192e-05,3.946712240576744080e-05,1.388037635479122400e-04
5.007370518228526635e-08,1.545330633234698325e-05,7.952461601234972477e-06,3.474636469036340714e-05,1.004227960947901011e-04
2.185342395932821091e-08,1.704964688542531803e-06,-2.738815965130925179e-07,1.027842517942190170e-05,7.624577847309410572e-06
3.623691569032416737e-08,6.204133114806609228e-06,3.344372089486569166e-06,1.742632593959569931e-05,5.146404146216809750e-05
5.392962521000299603e-08,2.896653131756465882e-05,2.552883961470797658e-05,7.116398774087429047e-05,1.880674099083989859e-04
4.921253449197138252e-08,1.968236392713151872e-05,1.373137638438493013e-05,4.751596134155988693e-05,1.506577245891094208e-04
1.034663057453144575e-07,4.115034244023263454e-05,3.796738019445911050e-05,8.301087655127048492e-05,1.461371430195868015e-04
3.815761573378040339e-08,1.508448895037872717e-05,8.883791451808065176e-06,3.589817788451910019e-05,1.345915370620787144e-04
7.984699834651109995e-08,2.371849950577598065e-05,1.301590964430943131e-05,4.081311635673046112e-05,9.019265417009592056e-05
3.664814585135900415e-08,1.206180968438275158e-05,8.199938747566193342e-06,3.618467599153518677e-05,1.238414552062749863e-04
3.757705258067289833e-08,1.354119831376010552e-05,8.345101377926766872e-06,3.270257730036973953e-05,1.242515863850712776e-04
3.880107612985739252e-08,1.556960341986268759e-05,9.618903277441859245e-06,3.611133433878421783e-05,1.363256014883518219e-04
3.467422615699433663e-08,2.291490272909868509e-05,2.153109380742534995e-05,5.527772009372711182e-05,1.930894795805215836e-04
5.705015837520477362e-08,2.826968739100266248e-05,2.378402132308110595e-05,6.281002424657344818e-05,1.670604979153722525e-04
2.944430654849838902e-08,1.013183009490603581e-05,7.114736945368349552e-06,2.834748011082410812e-05,1.183035492431372404e-04
3.463552289417748398e-08,1.057549707184080034e-05,6.938767910469323397e-06,3.082631155848503113e-05,1.149801537394523621e-04
2.617379202263236948e-09,1.212742528878152370e-03,5.277911550365388393e-04,3.317601513117551804e-04,4.219463735353201628e-04
2.477269731571141165e-07,3.710207529366016388e-04,1.824423088692128658e-04,1.478039193898439407e-04,1.364473428111523390e-04
3.952678184759861324e-08,1.030931525747291744e-05,6.212147127371281385e-06,2.591183874756097794e-05,8.769799023866653442e-05
2.736878812470422417e-08,6.338112598314182833e-06,4.043220542371273041e-06,2.073659561574459076e-05,8.487846935167908669e-05
4.459220903640925826e-08,8.834230357024352998e-06,4.595865902956575155e-06,2.237071748822927475e-05,5.704295472241938114e-05
6.606342850545843248e-08,3.405756797292269766e-05,3.063372423639521003e-05,7.440242916345596313e-05,1.672464713919907808e-04
